date,player,session_type,duration,total_distance_m,running_m,HSR_m,sprint_m,HI_m,acc_cnt,dec_cnt,high_acc_cnt,high_dec_cnt,player_load
2024.10.02,Gerard Butler,FULL TRAINING,00:28:00,4172,820,285,38,323,292,360,21,132,409.41436258219943
2025-03-06,Ryan Reynolds,FULL TRAINING,01:42:00,9636,1031,1030,7,1038,251,250,19,17,601.8796774894155
2024.07.06,Adam Sandler,OFFICIAL MATCH,01:20:00,11016,1764,981,679,1661,675,618,66,66,954.9674067596061
2024-10-05,Vin Diesel,OFFICIAL MATCH,01:44:00,10812,786,540,539,928,572,536,37,291,968.9316073031727
2024-10-30,Usain Bolt,FULL TRAINING,01:18:00,4173,192,41,2,43,252,159,4,29,451.83054733391157
2024-07-19,John Cena,FULL TRAINING,00:50:00,1006,588,96,29,126,190,123,12,9,587.625631220274
2024.08.16,Usain Bolt,FULL TRAINING,00:50:00,3179,1124,1123,22,1145,188,267,8,30,489.94741573078187
2024-11-25,John Cena,FULL TRAINING,01:16:00,6911,410,475,474,528,177,206,4,9,726.9258028103017
2024-10-19,Robert Downey Jr.,OFFICIAL MATCH,01:34:00,11622,1915,1073,125,1199,389,435,8,24,846.9663804276694
2025-03-12,Adam Sandler,FULL TRAINING,00:50:00,2861,650,128,22,150,434,561,11,100,363.22676411177764
2024.07.20,Jason Momoa,OFFICIAL MATCH,01:32:00,10573,1125,1046,1046,1640,588,487,30,9,1522.0061063061912
2024-06-29,Chris Hemsworth,OFFICIAL MATCH,01:45:00,11437,2046,568,257,826,370,461,34,55,1544.2023157216981
2025-03-12,Cristiano Ronaldo,FULL TRAINING,01:31:00,7338,749,74,21,95,353,392,13,81,459.44767096582655
2025-03-25,Gerard Butler,FULL TRAINING,01:37:00,12494,852,24,24,46,265,301,9,6,865.2744125926918
2024-10-22,Cristiano Ronaldo,FULL TRAINING,00:25:00,2358,472,79,3,82,359,302,24,32,1.265508531143496
2024-09-17,John Cena,FULL TRAINING,01:14:00,4091,464,186,94,280,171,117,8,117,575.507051507901
2024-10-03,Jamie Foxx,FULL TRAINING,01:08:00,5023,326,135,135,210,216,266,9,35,494.95049037800834
2024-10-18,Usain Bolt,FULL TRAINING,01:38:00,9221,333,383,383,459,213,141,5,12,230.72162695468182
2025.03.29,Jamie Foxx,OFFICIAL MATCH,01:31:00,8320,1172,739,313,1053,699,615,25,79,1878.8368557040508
2024-07-01,Robert Downey Jr.,FULL TRAINING,01:02:00,4235,780,324,168,493,342,235,15,29,456.7135722370559
2025-05-20,Chris Hemsworth,FULL TRAINING,01:11:00,4947,654,380,281,661,317,162,10,29,1210.960851469673
2025-03-03,Ryan Reynolds,FULL TRAINING,01:13:00,1573,568,242,35,278,303,342,13,39,409.8777473530633
2024-10-08,Usain Bolt,FULL TRAINING,01:26:00,6961,548,316,221,538,255,320,7,8,496.16732146244715
2025-03-13,Adam Sandler,FULL TRAINING,00:50:00,2434,1594,177,4,181,222,273,31,30,666.2406937400244
2025-04-04,Robert Downey Jr.,FULL TRAINING,01:44:00,8820,625,485,65,551,221,199,27,2,1172.2833600884992
2024-07-03,Usain Bolt,FULL TRAINING,01:36:00,7476,853,109,48,158,353,450,15,9,596.7949149608464
2025-04-17,Justin Timberlake,FULL TRAINING,01:35:00,12336,637,153,152,297,254,322,7,35,953.1372961150432
2024-12-11,Ryan Reynolds,FULL TRAINING,00:39:00,4951,470,234,30,264,154,57,44,2,728.8042258428649
2025-05-06,Adam Sandler,FULL TRAINING,01:28:00,7089,782,52,27,79,359,330,23,29,599.4221426793731
2024-11-02,Chris Hemsworth,OFFICIAL MATCH,00:51:00,5359,1626,857,379,1236,420,373,29,23,781.548534022655
2025-02-22,Ryan Reynolds,OFFICIAL MATCH,01:31:00,9442,1607,668,250,918,462,281,56,25,1412.573988908064
2025-05-05,Gerard Butler,FULL TRAINING,01:07:00,2504,512,102,8,111,212,318,11,14,690.3089952762189
2025.04.18,Chris Hemsworth,FULL TRAINING,01:59:00,6176,263,66,66,86,270,145,8,16,683.5165672915127
2025.02.01,George Clooney,OFFICIAL MATCH,01:44:00,12170,1843,486,230,717,461,492,41,13,1260.2162088521034
2025-03-06,John Cena,FULL TRAINING,01:42:00,10575,843,53,52,101,234,164,11,54,770.2459707862071
2024-09-20,Chris Hemsworth,FULL TRAINING,01:29:00,7927,486,227,26,254,224,270,8,9,572.7083058283318
2025-04-22,Ryan Reynolds,FULL TRAINING,00:46:00,5225,230,210,50,261,394,412,21,17,543.9409083420043
2024-09-28,Adam Sandler,OFFICIAL MATCH,01:30:00,10871,1885,1059,315,1374,359,428,8,73,827.9137757355763
2025.04.22,Gerard Butler,FULL TRAINING,02:16:00,11707,520,110,22,133,383,398,12,1,1211.6375065619077
2024-12-13,Cristiano Ronaldo,FULL TRAINING,00:51:00,4724,96,201,200,295,184,217,2,11,399.42174308583833
2024-07-21,Gerard Butler,FULL TRAINING,02:00:00,11255,471,124,31,156,270,183,39,17,638.0356390740787
2025.04.03,Chris Hemsworth,FULL TRAINING,01:24:00,3274,1318,150,33,184,323,249,2,1,908.307650230314
2025-05-22,Ryan Reynolds,FULL TRAINING,01:41:00,4626,940,940,18,959,320,418,21,5,698.1915834694105
2025-01-23,Usain Bolt,FULL TRAINING,01:28:00,9820,914,94,94,163,297,385,6,7,1116.85665882504
2024-07-25,Cristiano Ronaldo,FULL TRAINING,01:37:00,9980,747,612,16,628,278,347,13,50,495.5057644736687
2025.02.15,Jamie Foxx,OFFICIAL MATCH,00:47:00,6852,2029,442,147,590,459,428,29,40,1442.1760020855331
2025.04.03,Leonardo DiCaprio,FULL TRAINING,01:44:00,7938,669,66,5,72,198,153,65,11,769.9002812902488
2025-02-22,Usain Bolt,OFFICIAL MATCH,01:40:00,10297,1347,611,606,1217,480,321,39,66,1701.8024820114942
2024.07.09,Jason Momoa,FULL TRAINING,00:48:00,4679,1196,167,22,190,147,171,18,9,726.9357308633774
2025-02-12,Adam Sandler,FULL TRAINING,01:21:00,7887,576,37,13,50,278,205,15,25,678.4082257009832
2024-09-27,Cristiano Ronaldo,FULL TRAINING,01:39:00,5364,724,135,0,136,41,0,12,0,792.7350384697768
2025-01-15,Robert Downey Jr.,FULL TRAINING,01:56:00,8081,1860,80,50,131,293,284,22,14,681.6232207523267
2025-04-10,Jason Momoa,FULL TRAINING,00:52:00,1437,472,57,47,104,363,333,9,26,518.1880049353358
2024-07-18,John Cena,FULL TRAINING,01:03:00,7125,556,399,1,401,197,317,17,6,722.1698304144417
2024.12.03,John Cena,FULL TRAINING,01:05:00,7533,557,556,20,576,215,181,6,9,838.4581620738659
2025.05.17,Justin Timberlake,OFFICIAL MATCH,01:38:00,9262,1565,573,283,857,524,406,30,40,1113.2677716135534
2025.02.07,Vin Diesel,FULL TRAINING,01:47:00,4922,340,139,42,182,367,397,22,91,656.9253712275871
2024-11-19,Justin Timberlake,FULL TRAINING,00:57:00,4161,897,81,35,116,317,228,1,25,607.5977292167735
2024-10-03,Gerard Butler,FULL TRAINING,01:00:00,5481,429,143,4,148,326,348,19,8,964.6839957174805
2024-12-02,John Cena,FULL TRAINING,01:22:00,3721,479,133,71,204,262,258,23,27,646.2527591979928
2024.08.29,Gerard Butler,FULL TRAINING,00:59:00,4980,746,19,9,28,321,270,12,7,173.19795813418364
2024-09-27,Justin Timberlake,FULL TRAINING,01:03:00,2272,937,936,86,1023,123,44,10,2,452.03774757163814
2024-07-23,Jamie Foxx,FULL TRAINING,01:31:00,3008,1464,67,3,71,273,256,25,6,798.606503498072
2024.08.16,Chris Hemsworth,FULL TRAINING,01:14:00,1941,1266,1266,46,1313,273,253,4,34,657.5797816682165
2024-10-11,Usain Bolt,FULL TRAINING,00:44:00,3298,838,151,11,163,108,98,16,4,315.633924516266
2024-09-14,Justin Timberlake,OFFICIAL MATCH,01:37:00,10252,989,666,302,969,393,351,45,13,1365.8420698308935
2024-10-05,Leonardo DiCaprio,OFFICIAL MATCH,01:17:00,6910,1682,403,131,535,440,554,42,186,935.0925579744394
2025-05-16,Gerard Butler,FULL TRAINING,01:29:00,7417,1754,43,31,75,279,178,16,26,307.3537134687636
2025-01-31,Jamie Foxx,FULL TRAINING,01:17:00,10085,970,58,20,78,250,187,11,8,983.6341258717651
2025-01-09,Gerard Butler,FULL TRAINING,01:16:00,4064,2127,74,74,89,411,396,41,17,621.5789964471799
2025.04.10,Chris Hemsworth,FULL TRAINING,01:30:00,6400,1828,733,80,813,346,411,13,8,723.9930617614258
2025-03-01,John Cena,OFFICIAL MATCH,01:37:00,9298,1610,753,112,865,558,528,31,52,1314.2659119036132
2025.04.24,Cristiano Ronaldo,FULL TRAINING,01:45:00,8974,596,316,61,378,181,48,7,15,786.3880003830941
2024-09-13,Cristiano Ronaldo,FULL TRAINING,01:00:00,6375,161,67,3,70,269,165,13,1,530.187877846921
2024-11-29,Jason Momoa,FULL TRAINING,01:00:00,1675,102,50,21,71,189,165,44,8,925.638946746074
2024.09.10,Leonardo DiCaprio,FULL TRAINING,00:41:00,3933,542,152,1,153,207,166,12,18,722.6387792275591
2024-11-16,Leonardo DiCaprio,OFFICIAL MATCH,01:35:00,9871,1455,392,391,734,271,254,11,50,1387.8621078353303
2025-02-07,Robert Downey Jr.,FULL TRAINING,01:28:00,7887,558,168,20,189,275,340,37,14,434.3117177337732
2025.05.10,John Cena,OFFICIAL MATCH,01:03:00,6840,1929,882,345,1227,599,752,36,72,786.2500575967221
2024.10.15,Justin Timberlake,FULL TRAINING,01:28:00,6692,939,118,117,216,315,248,21,5,315.43565960930164
2025-03-11,Robert Downey Jr.,FULL TRAINING,00:51:00,5105,2650,120,106,227,274,257,10,5,597.3679654784978
2024-10-10,George Clooney,FULL TRAINING,01:08:00,2494,2205,286,4,291,276,317,9,4,0.0
2024-11-27,Usain Bolt,FULL TRAINING,01:11:00,8368,436,435,56,492,263,258,26,48,149.58436268105532
2025-03-01,Jason Momoa,OFFICIAL MATCH,01:37:00,11645,1867,409,293,703,413,285,44,28,1531.6021602201479
2025.04.02,Robert Downey Jr.,FULL TRAINING,01:27:00,8128,533,178,27,205,333,395,7,4,783.4124461312983
2025-04-11,John Cena,FULL TRAINING,01:55:00,12268,713,63,41,105,356,427,18,19,593.7137023730164
2024-06-27,Robert Downey Jr.,FULL TRAINING,01:35:00,8394,475,253,41,295,239,350,10,9,437.3568599051873
2024-09-22,Cristiano Ronaldo,OFFICIAL MATCH,01:32:00,9893,1399,573,266,840,356,410,37,40,677.3764679028075
2025-03-29,Usain Bolt,OFFICIAL MATCH,00:53:00,6888,2077,444,444,881,767,605,58,55,988.4210614657859
2024-11-21,George Clooney,FULL TRAINING,00:35:00,1258,646,84,69,154,374,341,7,64,355.5543711447889
2024-10-08,Jamie Foxx,FULL TRAINING,00:45:00,3298,497,367,15,383,149,97,3,16,592.5758749805208
2024-07-22,Mark Wahlberg,FULL TRAINING,02:06:00,8811,576,199,46,246,187,189,7,16,741.8341570963368
2024-10-08,Mark Wahlberg,FULL TRAINING,00:43:00,3901,333,333,33,366,216,198,7,5,466.6042031569841
2024.12.05,John Cena,FULL TRAINING,00:40:00,3058,466,209,19,229,275,150,12,6,430.3797984690046
2024-08-31,Mark Wahlberg,OFFICIAL MATCH,01:42:00,11208,1562,527,102,630,395,422,24,11,1483.444948332738
2024-09-16,Usain Bolt,FULL TRAINING,01:09:00,9274,532,186,3,189,282,256,6,30,647.8785820418519
2025.01.23,Adam Sandler,FULL TRAINING,01:52:00,10917,764,227,73,301,224,333,16,34,988.2020813716558
2025.02.01,Robert Downey Jr.,OFFICIAL MATCH,01:01:00,8074,2131,557,132,690,402,509,21,248,964.2660379166953
2025-02-03,Usain Bolt,FULL TRAINING,01:39:00,10503,392,210,209,242,347,314,42,11,378.1495030965418
2024-10-05,George Clooney,OFFICIAL MATCH,01:44:00,12062,1723,559,109,668,378,280,44,46,799.4251038999261
2024-11-07,Gerard Butler,FULL TRAINING,01:32:00,8756,255,97,96,179,221,323,8,34,599.4305281415743
2025-04-14,Usain Bolt,FULL TRAINING,01:06:00,4166,378,272,204,476,335,307,24,52,747.6375702573488
2025-04-21,Chris Hemsworth,FULL TRAINING,01:01:00,4976,233,105,71,176,261,392,24,34,808.6602812050435
2024-06-28,Vin Diesel,FULL TRAINING,01:32:00,8012,348,104,25,130,199,156,23,3,951.7595114083792
2024-07-06,Usain Bolt,OFFICIAL MATCH,01:38:00,10364,1846,520,514,1035,467,428,40,428,1238.736478002441
2025-03-31,Adam Sandler,FULL TRAINING,01:10:00,4720,1559,79,16,96,199,231,19,17,720.61146917484
2025.02.25,Vin Diesel,FULL TRAINING,01:26:00,8553,2580,210,53,263,231,161,9,25,563.8318118481637
2025-04-18,Jason Momoa,FULL TRAINING,01:50:00,13887,980,980,26,1006,202,341,2,13,491.05117180749073
2024-07-21,Adam Sandler,FULL TRAINING,01:28:00,7806,1258,59,5,64,292,381,8,22,515.9535086255785
2025-04-07,Adam Sandler,FULL TRAINING,01:38:00,8705,1041,97,14,112,264,284,32,132,812.1409273295037
2024-06-17,George Clooney,FULL TRAINING,01:27:00,5851,1461,297,24,321,290,270,21,5,485.3331533363748
2024-09-04,Gerard Butler,FULL TRAINING,01:17:00,7589,774,91,15,107,319,212,16,69,663.8404558796958
2024-10-29,Jamie Foxx,FULL TRAINING,00:54:00,0,125,105,23,129,326,424,7,1,635.2643859905792
2025-02-20,Leonardo DiCaprio,FULL TRAINING,01:16:00,7423,843,258,14,273,353,329,37,75,808.6961794570753
2024-09-19,Chris Hemsworth,FULL TRAINING,01:11:00,4501,609,528,36,565,364,259,6,75,565.0353373216453
2025-01-29,Chris Hemsworth,FULL TRAINING,01:22:00,3913,420,345,44,389,194,221,18,13,665.4206066052814
2024-06-16,Usain Bolt,FULL TRAINING,01:16:00,4822,770,371,18,389,194,213,4,28,789.9453850189677
2025-03-31,Vin Diesel,FULL TRAINING,00:56:00,4303,654,144,59,204,242,317,17,8,979.6707325446023
2025-03-04,Jason Momoa,FULL TRAINING,01:15:00,3404,351,330,33,363,272,401,8,22,700.9283097088105
2025.05.06,Jamie Foxx,FULL TRAINING,01:28:00,8529,397,128,22,150,308,374,11,77,898.5882689054303
2024-09-11,John Cena,FULL TRAINING,01:58:00,11330,524,39,7,47,142,200,12,22,492.27395924872883
2024-11-16,Mark Wahlberg,OFFICIAL MATCH,01:05:00,7677,2323,835,834,1222,525,556,30,61,515.8926478736894
2024-09-07,Chris Hemsworth,OFFICIAL MATCH,01:41:00,10030,1212,827,89,917,397,268,17,5,637.3581192875943
2024.08.24,Adam Sandler,OFFICIAL MATCH,01:37:00,10863,1576,776,153,929,329,354,19,31,1036.6266769342374
2024-06-24,Jason Momoa,FULL TRAINING,01:29:00,5738,1211,1210,11,1222,431,445,21,3,636.4250650512065
2025-04-30,Justin Timberlake,FULL TRAINING,02:04:00,10340,748,543,116,659,321,228,13,40,532.0585075506157
2024-06-27,Cristiano Ronaldo,FULL TRAINING,01:11:00,6687,1213,1213,6,1219,431,490,5,2,765.738902414622
2025-01-18,Justin Timberlake,OFFICIAL MATCH,01:35:00,9643,2593,701,132,833,777,571,34,89,1580.8959137963957
2024-09-17,Gerard Butler,FULL TRAINING,00:55:00,5428,363,277,7,284,351,291,17,4,623.9942228635936
2024-07-19,Mark Wahlberg,FULL TRAINING,01:37:00,8956,578,236,165,401,310,376,16,48,698.6072536713906
2025-04-11,Cristiano Ronaldo,FULL TRAINING,01:42:00,8228,778,424,33,458,141,283,19,7,632.727216034528
2025.01.27,Mark Wahlberg,FULL TRAINING,01:18:00,6858,227,154,54,209,384,221,11,25,874.8070261837934
2024-11-13,Robert Downey Jr.,FULL TRAINING,00:42:00,4238,560,75,8,84,320,350,2,18,649.3382783964977
2025-01-11,Jamie Foxx,OFFICIAL MATCH,01:31:00,8453,2172,745,145,890,533,571,54,79,1334.925567785138
2025.05.16,Mark Wahlberg,FULL TRAINING,01:47:00,6939,727,227,87,314,386,236,24,2,798.7820076141891
2024-06-16,John Cena,FULL TRAINING,01:39:00,5325,839,838,15,854,102,60,7,60,877.2899282728376
2025.03.03,Chris Hemsworth,FULL TRAINING,01:05:00,7498,616,186,5,192,390,388,7,11,725.1380572641922
2024.09.28,Chris Hemsworth,OFFICIAL MATCH,01:39:00,8915,1215,504,436,941,420,338,74,29,1168.038117562893
2024-07-06,Jason Momoa,OFFICIAL MATCH,01:38:00,12090,1390,723,141,864,576,640,24,53,1370.9154610118062
2025-02-21,Jason Momoa,FULL TRAINING,01:26:00,2034,927,385,139,524,431,442,28,10,797.4770642325316
2025.04.19,Cristiano Ronaldo,OFFICIAL MATCH,01:31:00,9090,1372,800,701,1501,453,372,29,21,1052.074866502077
2024-10-31,Chris Hemsworth,FULL TRAINING,01:31:00,11158,637,55,4,60,187,114,9,2,691.4585103312188
2025-02-25,Robert Downey Jr.,FULL TRAINING,01:07:00,5407,837,294,6,301,173,129,14,10,854.9122208139524
2025-02-13,Ryan Reynolds,FULL TRAINING,01:50:00,8440,316,55,9,65,275,297,11,85,386.1653935539672
2024-09-19,Adam Sandler,FULL TRAINING,01:12:00,2528,776,398,35,434,153,163,28,15,183.67033770186316
2025.01.10,John Cena,FULL TRAINING,01:24:00,11869,703,51,50,93,334,369,11,20,1226.7155415313168
2024-08-12,Adam Sandler,FULL TRAINING,00:45:00,2420,753,431,85,516,123,247,4,5,404.7383255013741
2024.12.13,Gerard Butler,FULL TRAINING,00:57:00,128,356,355,33,389,277,272,19,54,169.40759168202396
2024-08-20,Jason Momoa,FULL TRAINING,01:36:00,3697,346,88,17,106,319,285,13,18,317.4131462831158
2024-07-04,Leonardo DiCaprio,FULL TRAINING,01:11:00,4694,417,416,14,431,389,276,35,7,856.1954047992303
2024-11-12,Jason Momoa,FULL TRAINING,00:43:00,0,318,43,41,85,278,338,1,10,658.6824253900373
2024-07-16,Usain Bolt,FULL TRAINING,01:16:00,8731,2424,174,6,180,281,185,31,16,760.003917682867
2024.10.02,Ryan Reynolds,FULL TRAINING,01:17:00,3530,1573,96,18,114,254,237,25,14,436.8552075938757
2025.05.06,Usain Bolt,FULL TRAINING,01:31:00,2468,408,407,2,410,172,199,23,8,875.2941556034792
2025-04-08,Leonardo DiCaprio,FULL TRAINING,01:14:00,5127,426,302,302,533,399,455,17,70,509.25066298478
2025-05-09,Usain Bolt,FULL TRAINING,01:36:00,7301,677,445,60,506,270,234,4,3,319.12638914233315
2024-10-24,Robert Downey Jr.,FULL TRAINING,00:33:00,0,535,14,5,19,122,209,18,23,803.3020774531426
2025.05.01,Ryan Reynolds,FULL TRAINING,01:41:00,7512,1352,917,917,1254,329,348,6,1,449.20728571369705
2024.08.15,Usain Bolt,FULL TRAINING,01:13:00,4725,1658,34,24,58,111,0,6,0,301.5238528120217
2024-07-01,Adam Sandler,FULL TRAINING,01:05:00,8333,1235,234,234,342,236,39,20,4,375.79128388461334
2024.07.30,Usain Bolt,FULL TRAINING,00:38:00,8602,494,325,26,352,278,117,14,16,859.3525937945298
2024.09.26,Vin Diesel,FULL TRAINING,01:27:00,7281,970,970,13,983,256,425,2,16,518.170305481878
2025.02.24,Usain Bolt,FULL TRAINING,01:27:00,5274,542,265,96,361,266,252,13,3,545.4781230179848
2024-08-05,Adam Sandler,FULL TRAINING,01:37:00,5665,184,144,28,172,250,259,19,7,451.37471558641175
2025-02-19,Adam Sandler,FULL TRAINING,01:31:00,6852,219,53,13,66,228,110,9,78,691.7095608281131
2025.01.15,Chris Hemsworth,FULL TRAINING,02:03:00,11853,354,102,64,166,250,173,23,6,1091.4599149772266
2025-02-26,Mark Wahlberg,FULL TRAINING,01:55:00,9447,259,232,67,300,257,290,63,24,652.7538678748267
2025-02-25,George Clooney,FULL TRAINING,01:39:00,7061,470,80,65,146,325,384,20,3,598.5950996245983
2024-12-11,Adam Sandler,FULL TRAINING,01:26:00,7629,1263,75,12,87,94,131,8,2,516.700459310454
2024-12-04,Chris Hemsworth,FULL TRAINING,01:13:00,5277,560,92,35,128,251,199,9,15,551.2688881823373
2024.08.15,Ryan Reynolds,FULL TRAINING,01:27:00,9086,219,61,31,93,314,391,33,81,581.690296039468
2024-11-02,Vin Diesel,OFFICIAL MATCH,01:21:00,8471,2171,369,145,514,421,190,29,45,1041.6841409930894
2024-07-26,Gerard Butler,FULL TRAINING,00:57:00,3905,838,70,38,109,254,138,13,8,633.6327991805598
2024-08-17,Vin Diesel,OFFICIAL MATCH,01:35:00,10313,2117,805,804,1549,368,355,16,18,1547.8217710016283
2025-01-11,Mark Wahlberg,OFFICIAL MATCH,01:31:00,11004,1918,607,403,1010,914,948,36,19,1716.9781326820143
2025-05-01,Gerard Butler,FULL TRAINING,01:30:00,7863,1430,102,97,200,383,346,10,30,1048.0853260565402
2025.02.24,Adam Sandler,FULL TRAINING,01:29:00,2292,692,181,180,320,265,243,23,20,560.6768253984177
2025.04.24,Gerard Butler,FULL TRAINING,01:05:00,6119,629,469,26,495,325,375,5,25,340.44948016836696
2025-01-08,Cristiano Ronaldo,FULL TRAINING,01:10:00,2663,314,218,31,249,243,321,16,29,760.8653527508059
2024-09-14,Jamie Foxx,OFFICIAL MATCH,00:55:00,6038,1752,498,113,612,284,148,20,29,1207.1237201995475
2025-05-10,Leonardo DiCaprio,OFFICIAL MATCH,00:57:00,6997,2587,489,200,689,528,575,15,41,1992.912734922436
2024-10-08,Jason Momoa,FULL TRAINING,01:07:00,3883,626,300,9,309,105,195,10,18,126.17184554831465
2024.11.08,Cristiano Ronaldo,FULL TRAINING,01:09:00,5771,344,105,28,134,279,222,25,43,561.4969676139087
2025-02-27,Usain Bolt,FULL TRAINING,02:01:00,12665,1070,1069,33,1102,200,208,11,11,805.3313215564756
2024.08.29,Chris Hemsworth,FULL TRAINING,00:54:00,4923,275,118,53,171,276,254,4,13,595.8103494166611
2025-04-18,Robert Downey Jr.,FULL TRAINING,01:08:00,6573,469,246,40,286,200,157,14,60,775.0569525967647
2024-06-28,Leonardo DiCaprio,FULL TRAINING,01:21:00,5379,1753,85,31,117,271,181,23,15,795.7810026278787
2025-04-14,George Clooney,FULL TRAINING,01:33:00,6822,1357,560,560,635,307,230,16,8,954.2690026066209
2024-10-15,Adam Sandler,FULL TRAINING,00:56:00,4258,384,195,2,197,275,477,7,6,816.8662268571557
2024-07-30,Adam Sandler,FULL TRAINING,01:01:00,4784,1152,69,40,110,193,265,10,84,741.1287959752462
2025-01-10,Chris Hemsworth,FULL TRAINING,02:00:00,8110,544,544,53,597,284,369,15,25,525.1914750078851
2025-01-18,Leonardo DiCaprio,OFFICIAL MATCH,01:36:00,10268,2973,722,280,1003,651,788,11,57,1108.3118879915573
2024-09-12,Gerard Butler,FULL TRAINING,00:48:00,765,1029,63,37,100,239,238,18,25,364.6110356569028
2025-03-19,George Clooney,FULL TRAINING,01:02:00,4488,1077,135,25,160,210,284,5,1,420.11537902355076
2024.08.23,Robert Downey Jr.,FULL TRAINING,01:42:00,5756,849,183,1,184,147,173,17,173,539.1195225318594
2024-11-16,Ryan Reynolds,OFFICIAL MATCH,01:35:00,13055,964,292,291,540,389,366,8,44,1300.1386097203776
2024-07-16,Leonardo DiCaprio,FULL TRAINING,01:07:00,7591,500,324,59,383,274,396,22,13,425.527659948227
2024-07-27,Vin Diesel,OFFICIAL MATCH,01:36:00,10369,1684,531,272,803,505,423,21,26,924.0236745347264
2024-06-24,Cristiano Ronaldo,FULL TRAINING,01:45:00,5045,603,101,3,104,275,227,24,85,847.1921572777017
2025-03-29,Adam Sandler,OFFICIAL MATCH,01:31:00,9730,1540,722,230,953,579,563,46,45,1654.554787310017
2025.01.25,Ryan Reynolds,OFFICIAL MATCH,01:39:00,10367,1884,893,363,1257,596,707,52,60,1847.8020976778905
2025-05-21,George Clooney,FULL TRAINING,01:34:00,6020,713,317,67,385,277,444,21,12,683.11249825869
2024-06-27,Leonardo DiCaprio,FULL TRAINING,01:09:00,4406,1104,131,131,260,321,396,13,16,495.7713013193102
2025-04-05,John Cena,OFFICIAL MATCH,00:56:00,5959,1419,1079,294,1373,609,694,25,6,1433.4122187405774
2025.04.22,Jamie Foxx,FULL TRAINING,01:20:00,8047,1388,251,9,260,224,83,13,21,613.3783555025441
2025-02-27,George Clooney,FULL TRAINING,01:07:00,4567,880,71,70,141,370,372,9,27,755.2455564281116
2024.11.27,Robert Downey Jr.,FULL TRAINING,01:03:00,5571,440,181,12,194,276,290,50,65,486.867938183015
2025-03-31,Ryan Reynolds,FULL TRAINING,01:23:00,7889,881,512,106,618,234,322,36,8,766.1728355441785
2025-04-12,Cristiano Ronaldo,OFFICIAL MATCH,01:36:00,10870,2033,733,551,1284,442,481,26,108,1481.5847232501042
2024-11-01,Gerard Butler,FULL TRAINING,01:17:00,8891,297,38,37,52,255,241,43,3,894.9348668991659
2024.09.05,Usain Bolt,FULL TRAINING,01:02:00,6870,1169,129,129,241,266,360,3,9,173.11803334456135
2024-11-15,Jason Momoa,FULL TRAINING,01:12:00,1557,728,172,26,199,203,252,46,7,573.6396613163408
2025-03-13,John Cena,FULL TRAINING,00:33:00,3069,1492,62,36,98,255,235,16,25,874.9521685565169
2025-02-06,Robert Downey Jr.,FULL TRAINING,01:09:00,8131,436,360,15,376,148,237,26,7,1112.8416516491163
2024-07-13,Vin Diesel,OFFICIAL MATCH,01:39:00,10755,1941,550,234,785,532,527,15,36,1152.4169746148393
